No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
49,ACGL,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,6189.81,9.05,15.16,0.86,1.87,1.16,14.65,7.79,,0,5.01,-42.73,34.08,-0.39,10.48,-2.36,12.21,18.28,136.55,131.11,2.21,-29.12,82.24,-0.33,2.97,5.39,3.95,15.07,,,,0.07,0.11,,21.77,21.68,1.73,4.5,2.05,15.73,22.45,2.98,0.45,0.53,1.4,1.09,1.6,2.5,10.45,-1.33,7.47,-1.33,27.73,59.72,0.02,0,2.6,723.15,0.44,45.33,0.02,320345,2/11/2013 16:30
50,ACH,Aluminum Corporation Of China Limited,Basic Materials,Aluminum,China,6535.04,,,,0.28,0.85,3.56,,,,-1.51,-69.41,76.3,-55.43,,14.45,-294.98,-10.83,540.98,233.88,,,2.14,-0.43,1.72,30.38,-3.15,-10.11,-6.06,0.71,0.39,0.84,1.82,1.72,-3.56,-3.59,-5.4,5.59,6.9,24.79,-10.58,1.43,1.9,0.26,1.28,1.51,-3.24,4.57,10.91,-9.1,17.4,-12.97,31.02,47.77,-0.25,-0.74,5,132.74,1.21,12.08,-0.98,160622,3/2/2011
51,ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,1310.92,,25,,3.54,4.28,111.85,,,0,-0.24,-562.55,60,63.95,30.3,,-22.53,69.82,50.42,44.84,6.04,-71.71,72.63,0.85,5.12,6.11,0.31,0.82,0.35,1.51,,1.12,1.17,,0.51,0.37,-1.07,16.02,21.1,60.1,140.07,11.35,,0.77,2.96,3.29,4.29,11.19,30.69,-5.49,25.73,-5.49,144.13,63.22,-1.03,-0.11,1.6,375.32,0.76,26,-1.14,286345,3/4/2013
52,ACHN,"Achillion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,726.81,,,,285.02,8.96,8.98,,,,-0.67,-21.72,-8.7,0,-1.2,-40.43,-36.51,-100,79.52,79.36,40.43,-0.08,72.7,-0.14,16.29,14.01,-51.33,-58.96,-57.83,6.56,,0.01,0.01,,-1900.67,-1893.69,-1.19,6.65,-6.35,46.95,-12.95,14.11,0.69,0.41,3.5,4.91,1.74,9.82,17.1,-6.64,28.55,-26.65,68.63,55,-1.93,-0.43,1.6,922.66,0.73,9.14,-2.35,677374,3/4/2013
53,ACI,Arch Coal Inc.,Basic Materials,Industrial Metals & Minerals,USA,1517.8,,,,0.34,0.48,2.33,,1.68,,-1.5,-23.75,-145.7,-16.26,5,11.38,414.38,-9.26,212.28,211.07,0.01,0.06,73.02,-1.82,15.47,2.7,-3.2,-9.48,-3.47,2.03,1.53,1.41,1.45,19.12,-6.3,-7.17,-6.54,-3.38,-10.18,35.93,-49.79,-2.32,1.76,0.34,4.74,5.07,-1.6,0.54,-0.01,-10.06,15.85,-54.15,39.9,49.49,-1.24,0,2.7,12078.31,0.81,7.15,-1.24,9786371,2/5/2013 8:30
54,ACIM,SPDR MSCI ACWI IMI,Financial,Exchange Traded Fund,USA,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,3.79,4.63,14.61,,5.01,,0.31,0.22,0.31,1.99,5,8.76,-0.27,11.72,-0.27,19.19,69.7,0,0,,1.92,0.35,52.24,0,0,
55,ACIW,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,1848.89,70.07,20.68,3.85,3.2,3.87,21.09,1015.87,,0,0.67,67,102.68,-4.17,18.18,,-54.79,38.26,39.38,38.99,0.97,-2.55,97.8,-0.82,5,8.14,2.51,6.03,3.43,1.11,,0.77,0.81,65.94,6.21,4,0.45,9.34,19.16,8.1,49.81,7.46,0.54,0.84,1.27,1.76,3.12,6.95,10.75,-0.61,14.82,-0.61,56.24,64.79,0.13,0.09,2.3,239.68,0.5,46.95,0.21,120318,2/14/2013
56,ACLS,Axcelis Technologies Inc.,Technology,Semiconductor Equipment & Materials,USA,146.72,,,,0.67,0.74,4.17,,,,-0.2,127.68,20,-35.04,20,-7.1,-859.68,-38.39,107.88,105.82,0.77,27.66,48.82,-0.19,1.69,5.3,-8.38,-10.27,-9.97,5.95,2.06,0,0,36.64,-8.26,-9.73,7.09,-2.86,47.83,54.55,-27.66,-1.45,2.55,0.08,5.49,5.47,1.42,13.73,21.95,-6.21,65.85,-29.9,91.55,60.27,-1.45,0,2,338.37,1.21,1.36,-1.45,408230,1/28/2013
57,ACM,AECOM Technology Corporation,Services,Technical Services,USA,2698.94,,9.18,,0.33,1.27,4.55,7.28,,,-0.57,-122.46,14.69,15.64,13.5,14.17,-374.04,-1.66,104.61,90.22,1.68,-34.85,65.66,-1.9,1.65,1.74,-0.99,-2.6,-1.53,1.51,,0.42,0.49,5.13,0.65,-0.69,2.54,6.97,22.8,68.63,11.64,8.4,1.06,0.42,1.63,1.67,4.21,10.1,28.48,0.66,38.12,0.66,77.93,73.8,0.98,0.16,2.2,857.56,0.88,25.8,1.14,751155,2/5/2013 8:30
58,ACMP,"Access Midstream Partners, L.P.",Basic Materials,Oil & Gas Refining & Marketing,USA,6028.67,24.82,23.53,3.31,9.58,2.24,301433.6,,4.8,118.48,1.46,76.18,10,23.24,7.5,41.27,-5.49,11.41,166.4,48.9,0.1,21.99,71.1,39.81,0.94,0.77,6.61,9.36,6.87,0.67,,0.56,0.56,,36.68,35.05,2.66,9.89,4.65,32.27,27.44,8.02,,0.67,1.51,1.79,4.25,6.34,20.63,0.64,20.37,-2.36,65.51,67.04,0.56,0.5,1.6,594.07,0.67,36.23,1.06,397227,2/19/2013 16:30
59,ACN,Accenture plc,Technology,Information Technology Services,Ireland,50181.6,18.35,15.44,1.64,1.68,10.91,8.83,22.21,2.25,36.47,3.93,13.2,9.62,14.34,11.22,6.78,9.79,1.04,696,654.6,0.33,16.78,81.12,0.01,0.71,1.56,18.17,63.1,37.87,1.51,,0,0,30.49,13.19,9.64,2.84,8.76,7.68,26.47,28.91,8.42,0.87,1.09,1.51,1.33,3.91,4.89,13.69,-0.19,12.13,-0.19,32.77,69.03,-1.06,0.91,2.2,2966.99,1.14,72.1,-0.15,3394388,12/19/2012 16:30
60,ACNB,ACNB Corp.,Financial,Regional - Southwest  Banks,USA,96.37,11.39,,,2.35,0.95,7.81,19.79,4.7,53.68,1.42,0.85,,3.31,,-2.83,5.36,-3.4,5.96,5.81,1.59,1.62,6,0.51,0.02,0.39,0.81,8.38,,,,0.69,1.21,,22.6,18.25,0.19,0.44,1.7,16.58,22.41,-0.06,0.65,0.19,0.66,1.28,-0.04,0.73,8.03,-3.4,6.66,-3.73,22.57,51.86,0.44,-0.49,,3.15,1.3,16.17,-0.06,4086,10/10/2012
61,ACO,Amcol International Corp.,Basic Materials,Industrial Metals & Minerals,USA,1017.29,10.17,14.08,0.81,0.69,2.27,25.43,95.07,2.51,35.38,3.13,10.6,10.24,2.62,12.5,6.45,-4.85,2.27,31.96,24.07,6.39,65.73,70.24,-0.04,9.57,23.36,10.71,23.65,12.41,3.75,2.41,0.54,0.54,27.77,10.24,6.39,-5.18,4.22,-1.85,14.87,10.48,3.75,1.57,0.96,3.78,2.6,-2.33,2.19,4.1,-6.08,13.44,-11.67,25.92,46.97,1.02,-0.19,3,98.6,3.29,31.83,0.82,324031,1/25/2013 8:30
62,ACOR,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,1188.33,34.41,43.51,1.72,4,4.76,5.12,22.16,,0,0.86,348.96,-1.45,0,20,60.6,-49.13,-16.76,40.16,40.08,1.41,-3.41,98.1,0.36,6.46,7.16,9.11,16.04,11.46,3.57,3.33,0.02,0.02,81.52,12.56,11.68,5.83,20.43,29.33,23.81,15.18,19.03,0.6,0.85,2.68,3.49,8.31,14.45,20.94,0.17,30.52,0.17,40.64,70.1,0.44,0.1,2.2,361.72,0.98,29.59,0.54,353025,2/13/2013 8:30
63,ACPW,Active Power Inc.,Industrial Goods,Diversified Machinery,USA,78.35,,11.71,,0.99,3.04,5.56,,,,-0.29,-75.3,800,0,20,24.7,45.05,-4.84,19.11,18.8,0.95,49.36,44.06,-0.59,1.52,4.69,-11.09,-21.66,-20.9,2.2,1.72,0,0.21,28.22,-5.95,-6.1,-5.31,21.3,15.49,2.5,-8.89,22.39,0.54,0.2,3.59,5.52,6.05,15.54,5.05,-6.82,41.38,-21.9,41.38,60.16,1.23,1,2.5,60.97,1.03,4.1,2.24,62705,2/11/2013
64,ACRE,Ares Commercial Real Estate Corporation,Financial,REIT - Diversified,USA,157.03,24.55,12.19,7.01,9.78,0.94,6.55,,5.9,,0.69,,1163.64,0,3.5,,,,9.27,8.57,0.83,354.17,51.1,5.1,3.67,5.98,,,,,,0,0,,,,-2.19,4.05,3.99,3.36,,3.17,,0.29,1.51,1.68,-0.56,3.33,2.27,-4.02,15.86,-4.16,15.86,52.33,-2.31,0.46,1.5,52.49,1.98,16.94,-1.85,103773,11/7/2012 8:30
65,ACRX,"AcelRx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,190.86,,,,142.43,,8.16,,,,-1.66,-56.9,45.4,0,,,-28.08,-59.31,37.06,36.25,69.51,10.37,70.51,47.54,4.5,4.94,-90.09,-253.73,-122.92,2.07,,,,,-2045.94,-2175.28,-1.72,29.4,63.49,80.07,107.66,20.89,,0.33,6.07,7.12,9.55,21.34,49.15,-11.66,64.01,-11.66,126.87,59.52,0.19,0,1.4,329.82,0.42,5.15,0.19,138436,11/6/2012 16:30
66,ACST,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,24.49,,,,,,,,,0,-38.78,,,,,,,,9.24,1.9,79.43,,,,0.05,0.17,,,,,0,,,,,,8.16,15.72,25,28.02,,23.26,0.04,0.21,8.37,8.8,8.27,12.72,20.03,-33.58,33.17,-33.58,119.01,59.96,4.33,2.42,,5.53,49.72,2.65,6.85,274937,
67,ACTG,Acacia Research Corporation,Services,Research Services,USA,1267.65,25.98,11.17,1.3,6.18,2.06,3.09,131.64,,0,0.98,-47.3,-0.87,113.9,20,37.68,-154.33,-30.93,49.79,48.65,2.6,4.86,85.1,3.14,4.34,3.67,8.53,9.69,9.31,11.37,,0,0,63.1,29.62,22.06,-2.82,3.92,3.5,-18.24,-36.65,-0.78,1.08,0.77,2.5,3.17,-1.39,5.24,-14.49,-7.75,28.2,-43.4,28.2,52.81,-1.13,0.16,1.9,574.97,0.52,25.46,-0.97,299580,10/18/2012 16:30
68,ACTS,"Actions Semiconductor Co., Ltd.",Technology,Semiconductor - Specialized,China,138.13,,,,2.54,0.51,0.65,,,,-0.03,-177.17,,-73.44,25,-14.17,-1392.59,23.31,67.71,63.87,5.67,,5.31,-0.28,0.02,0.29,-0.71,-0.79,-0.8,5.85,5.56,0,0.07,35.38,-29.48,-4.14,-1.92,25.15,29.94,23.64,10.87,24.39,0.98,0.08,6.16,4.36,7.88,18.67,22.65,-5.56,32.47,-5.56,39.73,64.73,2.51,0.51,4,48.04,1.05,2.04,3.03,50213,1/24/2013 16:30
69,ACTV,"The Active Network, Inc.",Technology,Application Software,USA,342.22,,,,0.85,0.97,4.36,349.2,,,-0.65,51.04,33.3,0,27.5,40.02,-279.87,21.86,60.57,47.69,1.74,-70.76,63.98,-9.5,7.81,3.15,-6.77,-11.07,-10.26,0.83,0.81,0,0.01,54.15,-9.83,-9.26,2.17,18.2,-40.46,-60.27,-61.09,15.07,,0.25,2.81,5.22,3.62,10.08,-49.04,-10.32,22.83,-68.15,22.83,57.88,1.44,0.54,2.1,1180.61,0.36,5.65,1.99,422447,2/14/2013 16:30
70,ACU,Acme United Corp.,Consumer Goods,Housewares & Accessories,USA,37.43,11.14,9.63,,0.46,1.23,3.7,,2.33,25.73,1.08,12.58,12.61,-2.83,,5.21,16.52,6.97,3.11,2.65,0.7,3.29,33.69,-7.5,0.13,1.38,5.5,11.68,6.58,4.92,2.38,0.8,0.8,35.8,6.71,4.2,0.8,10.41,4.38,12.58,26.68,9.01,0.62,0.09,0.62,0.72,2.95,7.57,11.22,-0.62,14.94,-2.07,30,73.23,0.29,-0.91,1,2.51,0.28,12.03,-0.62,700,10/19/2012 9:00
71,ACUR,Acura Pharmaceuticals Inc.,Healthcare,Drug Delivery,USA,86.68,,,,,2.91,2.96,,,,-0.17,180.06,,58.88,,,-0.54,,45.86,45.22,22.97,-55.2,98.13,28.42,3.03,2.65,-23.71,-24.33,-24.33,43.43,,0,0,,,,-13.3,-20.59,25.17,-36.58,-51.04,-14.86,0.77,0.19,7.74,7.89,-17.07,-6.88,-16.76,-58,78.3,-58,78.3,42.51,-5.03,0.51,,516.35,0.33,1.89,-4.55,171238,11/6/2012 16:30
72,ACW,Accuride Corp.,Consumer Goods,Trucks & Other Vehicles,USA,180.56,,,,0.18,0.76,8.91,,,,-0.37,94.3,53.8,-71.57,36,-7.84,-30.1,-10.64,47.39,39.79,10.63,3.92,92.7,6.83,5.41,5.31,-2.05,-6.75,-2.36,1.78,1.13,1.36,1.36,7.32,1.67,-1.75,21.73,24.51,36.07,-18.76,-49.27,18.69,,0.16,5.14,4.45,14.28,24.87,-20.19,-1.8,67.84,-58.32,72.4,68.73,0.55,0.5,2.7,405,0.41,3.81,1.06,167300,2/25/2013
73,ACWI,iShares MSCI ACWI Index,Financial,Exchange Traded Fund,USA,,,,,,,,,2.16,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,0.58,4.66,8.41,17.95,14.14,3.74,,0.38,0.56,0.68,1.71,4.7,10.16,-0.34,12.76,-0.34,24.4,70.81,-0.16,-0.18,,933,1.14,49.88,-0.34,1063693,
74,ACWX,iShares MSCI ACWI ex US Index,Financial,Exchange Traded Fund,USA,,,,,,,,,2.55,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,0.09,3.22,8.77,20.2,11.77,2.46,,0.37,0.53,0.68,1.03,3.82,10.48,-0.65,12.33,-0.65,25.78,63.07,-0.26,-0.37,,274.7,0.86,42.91,-0.63,235961,
75,ACXM,Acxiom Corporation,Technology,Information Technology Services,USA,1418.13,28.39,22.64,1.89,1.27,2.34,7.53,11.23,,0,0.67,262.8,15.07,-7.62,15,-4.05,42.91,-3.13,74.56,73.86,1.07,6.69,90.71,-0.85,2.55,5.63,3.96,8.83,4.89,2.04,,0.4,0.44,24.2,8.36,4.14,3.43,9.82,13.62,22.71,38.03,8.93,1.34,0.43,2.16,2.2,4.58,6.73,16.7,1.44,13.08,0.16,50.24,69.38,2.09,0.65,2,334.11,1.07,19.02,2.76,356383,1/30/2013 16:30
76,ACY,AeroCentury Corp.,Services,Rental & Leasing Services,USA,27.85,5.82,7.06,,0.99,0.61,5.78,,,0,2.97,-190.35,-14.04,0.95,,5.44,552.17,14.21,1.61,1.19,45.27,,27.48,-279,0.17,0.52,3.27,11.06,8.41,,,0,1.81,70.84,26.1,16.45,-0.97,25.54,40.65,56.42,95.04,22.78,1.1,0.53,2.1,3.15,6.89,19.2,37.25,-1.09,41.57,-1.09,92.22,69.71,-1.14,0.23,1,3.96,1.81,17.3,-0.92,7154,11/12/2012
77,ADAT,Authentidate Holding Corp.,Technology,Healthcare Information Services,USA,16.5,,,,4.91,2.54,4.52,,,,-0.37,-8.32,,0,,-8.6,-23.11,22.64,27.05,25.76,3.02,26.28,22.39,-19.14,2.5,18.85,-76.11,-342.38,-109.52,2.75,1.64,0.58,0.58,18.37,-231.06,-266.59,-23.75,-35.11,-55.47,-59.33,-57.04,-35.11,0.94,0.08,11.67,10.11,-31.31,-38.55,-52.85,-53.44,10.91,-62.8,10.91,25.21,-1.61,-13.89,3,34.2,2.4,0.61,-15.28,82020,11/14/2012
78,ADBE,Adobe Systems Inc.,Technology,Application Software,USA,19073.73,23.04,21.13,2.16,4.33,2.84,5.39,15.53,,0,1.66,0.23,29.29,6.5,10.67,6.88,26.49,0.11,498.79,496.78,0.23,2.69,90.37,0.13,2.62,3.12,8.78,13.38,10.13,3.41,,0.22,0.23,89.01,26.8,18.91,0.68,1.84,14.8,26.08,22.02,1.49,1.48,0.58,1.35,1.58,0.62,5.58,14.84,-1.39,18.98,-1.39,29.54,61.89,0.87,-1.07,2.4,4179.79,0.85,38.24,-0.21,3533928,12/13/2012 16:30
79,ADC,Agree Realty Corp.,Financial,Property Management,USA,328.67,17.41,19.41,0.81,11.83,1.69,608.65,,5.57,101.89,1.65,70.34,-14.45,-6.12,21.6,1.99,-29.33,20.09,11.44,11.03,0.87,100.95,60.27,1.62,2.05,4.18,5.81,9.77,6.04,,,0.64,0.64,87,80.39,64.26,1.7,8.7,12.45,26.17,23.52,7.24,1.2,0.47,1.94,1.63,3.8,8.51,21.09,-0.52,17.24,-0.52,46.47,70.98,0.42,0.28,1.7,54.02,1.37,28.73,0.7,74099,10/29/2012 16:30
80,ADEP,Adept Technology Inc.,Industrial Goods,Diversified Machinery,USA,46.07,,28.6,,0.76,1.93,3.61,,,,-0.62,48.38,127.8,43.58,,6.34,-333.87,-31.58,10.74,10.53,1.81,11.47,50.83,-1.8,0.2,0.37,-16.22,-36.04,-25.57,2.25,1.63,0,0.17,41.72,-8.86,-10.11,9.16,70.92,9.72,9.44,68.24,65,2.07,0.22,3.95,7.13,26.16,47.28,5.6,-2.28,80.25,-33.9,80.25,84.39,-1.61,1.63,2,55.56,1.24,4.29,0,69122,2/6/2013 16:30
81,ADES,"ADA-ES, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,227.98,19.94,5.54,0.4,1.34,,11.74,,,0,1.14,32.42,560.7,-37.98,50,28.05,34.4,461.92,10.03,9.14,3.82,-1.62,55.27,14.22,9.08,7.77,17.88,,,0.66,,,,11.81,8.93,7.19,4.17,35.78,18.08,1.7,3.46,34.66,1.52,1.08,7.36,5.32,17.37,27.73,2.77,-6.73,45.99,-23.8,63.76,69.79,-3.97,0.17,1.5,106.85,0.9,22.73,-3.81,95861,11/7/2012 8:30
82,ADGE,"American DG Energy, Inc.",Utilities,Electric Utilities,USA,111.27,,,,20.01,9.62,7.06,,,,-0.15,-88.85,,,,13.67,-9.17,-1.28,48.17,28.02,9.76,0.86,7.11,-0.29,2.61,21.17,-21.75,-53.12,-23.78,6.69,6.23,1.67,1.67,11.35,-94.52,-125.04,8.45,5,-11.15,25.54,37.5,0,0.49,0.11,5.3,5.2,5.6,6.87,1.05,-10.12,24.19,-24.26,51.97,59.5,1.76,-1.3,,34.51,0.59,2.31,0.43,20490,11/14/2012 8:30
83,ADI,Analog Devices Inc.,Technology,Semiconductor - Integrated Circuits,USA,13270.2,20.67,16.93,2.26,4.91,3.19,3.4,39.3,2.73,52.83,2.13,-23.85,20.93,7.08,9.14,1.85,-3.07,-2.96,301.39,296.72,0.5,-55.64,86.97,-0.21,1.68,2.1,11.95,16.36,13.23,8.94,8.35,0.19,0.2,64.45,30.51,24.11,2.25,5.36,15.05,17.79,14.19,4.68,1.07,0.64,0.84,1.5,3.21,5.96,13.46,0.05,14.5,0.05,31.58,69.34,0.3,0.23,2.3,2378.56,0.77,44.03,0.53,1840903,2/19/2013 16:30
84,ADK,AdCare Health Systems Inc.,Healthcare,Long-Term Care Facilities,USA,74.77,,17,,0.35,3.57,7.57,467.29,,,-0.27,-4.09,600,0,,46.34,-137.37,52.43,14.66,12.4,10.35,0.66,16.13,-26.56,1.4,7.4,-2.68,-17.36,-3.32,0.95,,7.92,8.55,20.52,4.11,-2.49,3.87,9.21,8.97,52.24,14.09,7.37,1.76,0.14,1.88,2.95,6.32,11.94,24.91,1.19,39.34,-7.27,70.1,67.71,2,0.2,1.5,23.53,3.26,5.1,2.2,76813,3/4/2013
85,ADM,Archer Daniels Midland Company,Consumer Goods,Farm Products,USA,18861.44,20.03,11.64,2,0.21,1.04,10.83,,2.44,48.99,1.43,-41.39,11.82,-11.04,10,15.13,-59.66,-0.43,658.57,643.62,0.33,24.67,73.4,-0.35,1.41,1.84,2.24,5.16,3.58,1.72,0.94,0.36,0.58,3.87,1.57,1.08,0,4.26,5.68,8.69,-2.42,4.56,0.47,0.51,1.81,1.79,0.78,4.56,1.74,-2.22,17.47,-14.1,17.47,55.38,-1,-0.14,3,4932.48,0.85,28.64,-1.14,4170920,2/5/2013 8:30
86,ADNC,"Audience, Inc.",Technology,Semiconductor - Integrated Circuits,USA,243.16,79,39.5,,1.97,1.73,2.03,28.74,,0,0.15,,-62.96,0,,,4768,54.91,20.52,19.99,0.61,,84.99,1.93,1.73,1.89,,,,10.67,9.83,0,0,55.87,6.21,5.29,-0.84,16.75,90.21,-41.71,,14.05,,0.53,5.26,4.55,4.31,19.45,-10.76,-7.78,61.44,-49.38,115.06,62.37,3.04,-0.17,3,182.98,0.43,11.85,2.86,77881,1/31/2013 16:30
87,ADP,"Automatic Data Processing, Inc.",Technology,Business Software & Services,USA,28953.43,21.15,18.75,2.16,2.69,4.59,25.11,55.84,2.92,55.39,2.82,12.08,9.28,9.01,9.8,6.46,1.71,5.04,485.47,484.57,0.17,24.05,75.44,0.02,0.93,2.35,4.77,22.55,18.15,1.07,,0,0,38.65,19.74,12.88,-0.13,4.45,4.16,9.17,7.89,4.76,0.66,0.67,0.89,1.11,1.28,3.95,6.75,-0.6,11.24,-0.6,19.78,63.06,-0.6,0.18,2.5,1909.96,0.72,59.64,-0.42,1383548,2/5/2013 8:30
88,ADRA,BLDRS Asia 50 ADR Index,Financial,Exchange Traded Fund,USA,47.9,,,,,,,,1.64,,,,,,,,,,1.8,0.8,,,,,0.2,0.51,,,,,,,,,,,-0.89,2.03,11.34,20.03,8.61,1.64,1.11,0.41,0.93,1.08,-0.3,4.54,11.21,-2.99,15.7,-2.99,25.39,54.59,-0.49,0.41,,3.18,1.35,26.61,-0.08,4300,
89,ADRD,BLDRS Developed Markets 100 ADR Index,Financial,Exchange Traded Fund,USA,80.12,,,,,,,,3.25,,,,,,,,,,3.65,2.17,,,,,0.04,0.09,,,,,,,,,,,1.25,4.67,11.76,25.36,15.16,4.37,1.18,0.21,0.74,0.77,2.13,5.85,13.88,-0.5,15.08,-0.5,31.65,70.48,-0.23,0.18,,8.73,0.8,21.95,-0.05,6967,
90,ADRE,BLDRS Emerging Markets 50 ADR Index,Financial,Exchange Traded Fund,USA,571.06,,,,,,,,2.42,,,,,,,,,,14,7.8,,,,,0.02,0.04,,,,,,,,,,,-1.07,2.82,6.09,14.03,-2.32,1.42,1.26,0.38,0.7,0.79,-0.29,3.48,6.68,-1.66,11.13,-5.93,19.54,56.26,0.17,-0.8,,45.34,0.43,40.79,-0.63,19378,
91,ADRU,BLDRS Europe 100 ADR Index,Financial,Exchange Traded Fund,USA,24.09,,,,,,,,3.28,,,,,,,,,,1.1,0.4,,,,,0.77,1.56,,,,,,,,,,,1.72,5.59,8.96,26.81,16.8,5.14,1.22,0.15,0.27,0.48,2.61,5.99,14.39,-0.09,14.54,-0.09,33.21,75.6,0,-0.09,,1.98,0.99,21.9,-0.09,1971,
92,ADS,Alliance Data Systems Corporation,Services,Business Services,USA,7839.99,24.38,16.06,1.62,2.23,15.96,10.23,7.77,,0,6.45,55.32,13.05,16.64,15.06,13.97,14.57,7.89,49.86,48.49,3.04,-2.57,,-0.39,21.91,20.99,4.22,126.7,7.78,1.67,,7.62,12.1,40.14,26.7,11.5,0.92,8.4,9.84,23.2,41.48,8.62,1.39,2.28,0.95,1.57,2.48,6.89,14.86,-0.97,15.69,-0.97,46.95,72.26,-0.59,0.08,2.2,506.26,0.47,157.24,-0.51,237406,1/31/2013 8:30
93,ADSK,"Autodesk, Inc.",Technology,Technical & System Software,USA,8731.84,37.01,18.33,2.16,3.8,4.33,6.57,16.8,,0,1.05,35.09,10.99,0.53,17.15,3.79,-59.48,-0.11,224.7,224.36,0.19,-17.41,92.99,-0.92,1.61,1.4,7.61,12.74,10.57,1.75,,0,0.05,89.82,13.63,10.66,3.63,10.55,23.88,21.67,7.26,9.93,2.12,0.88,2.29,1.94,6.09,12.19,14.22,-2.85,28.59,-8.97,40.29,72.6,-0.64,0.31,2.7,2595.81,1.08,38.86,-0.33,2795902,11/15/2012 16:30
94,ADT,The ADT Corporation,Services,Security & Protection Services,USA,10919.12,28.13,23.02,2.53,3.38,2.11,46.66,10.36,1.06,0,1.67,2.06,13.33,0,11.1,,-12.1,2.27,232.47,229.76,0.24,16.74,24.02,,1.55,1.78,4.38,7.59,4.67,0.77,0.7,0.49,0.49,52.67,22.37,12.21,-2.11,4.24,23.67,,,1.03,,1.04,1.79,2.28,0.24,3.97,9,-3.97,15.07,-3.97,33.12,54.77,-0.59,0.15,1.9,2001.3,0.48,46.97,-0.45,951422,1/30/2013 8:30
95,ADTN,ADTRAN Inc.,Technology,Communication Equipment,USA,1282.23,17.64,22.73,1.41,1.95,1.85,5.48,18.18,1.76,30.76,1.16,18.71,34.33,15.25,12.5,8.7,-73.73,-15.65,62.67,58.86,0.42,36.23,80.8,0.74,19.31,9.43,8.74,10.87,9.84,4.07,3.14,0.07,0.07,53.25,14.66,11.35,-2.48,4.65,23.4,-0.82,-41.39,4.71,1.26,0.76,2.86,3.84,-0.6,4.2,-9.68,-10.18,17.79,-46.79,33.8,50.6,-1.21,0.39,3.2,1205.44,0.6,20.46,-0.82,723392,1/16/2013
96,ADUS,Addus HomeCare Corp.,Healthcare,Home Health Care,USA,86.56,13.56,11.59,0.9,0.31,0.96,50.62,7.11,,0,0.59,-132.42,18.97,14.79,15,8.92,126.9,2.34,10.82,9.82,9.25,,60.99,-11.11,0.19,0.38,4.13,7.42,5.78,2.12,,0.23,0.25,29.15,4.04,2.3,-6.98,14.61,44.67,74.29,117.39,11.89,,0.38,3.66,4.23,-0.67,10.7,47.69,-11.6,56.25,-11.6,136.69,52.81,4.17,-7.47,1,49.71,3.62,8,-3.61,179858,2/25/2013
97,ADVS,"Advent Software, Inc.",Technology,Application Software,USA,1254,46.26,21.91,3.08,3.55,4.34,8.67,18.31,,0,0.54,17.34,14,-17.28,15,12.12,15.59,6.63,50.2,46.75,0.49,-46.05,86.15,-0.51,3.59,9.48,5.39,10.31,8.76,1.15,,0.14,0.16,65.31,13.19,8.14,5.98,14.59,7.21,-6.44,-6.72,16.84,0.99,0.49,2.21,2.17,7.9,11.8,2.11,2.59,19.81,-11.73,19.81,72.75,2.97,0,3,177.15,1.26,24.98,2.97,222740,2/4/2013 16:30
98,ADX,The Adams Express Company,Financial,Closed-End Fund - Equity,USA,1030.45,59.53,,,47.71,0.92,4121.82,,1.06,373.18,0.19,-133.56,,,,-5.34,166.66,17.7,91.11,82.33,0.2,-5.2,20.26,0.38,1.63,8.35,1.34,1.37,1.35,,,0,0,,66.01,71.97,0.44,7.61,6.2,12.65,15.41,6.8,1.04,0.1,0.75,0.88,2.84,5.96,8.84,-0.7,12.99,-0.7,19.98,78.9,0,0.18,,161.09,0.94,11.31,0.18,151070,4/11/2011
